pmid	geneId	diseaseId	gene_name	disease_name	label	pred	prob	is_confilct	r1_label	comment	sure	Ann error (GD/ikrm)	Complex(m, M, L, n,  S, C)	Have -	Have +	S no strong	In which snt (0, e, 1, m, bg|d)	snt
10914558	4609	D054198	c-MYC	acute lymphoblastic leukemia	0	1	0.9815272689	1	1	only							0	Double minute chromosomes and c-MYC amplification in a child with secondary myelodysplastic syndrome after treatment for acute lymphoblastic leukemia.
11153915	1544	D017119	CYP1A2	porphyria cutanea tarda	1	1	0.9872357249	0										
11161635	348	D000544	APOE	AD | Alzheimer's Disease | Alzheimer's disease	0	0	0.01460671704	0										
11161635	4353	D000544	MPO | Myeloperoxidase	AD | Alzheimer's Disease | Alzheimer's disease	1	1	0.9946259856	0										
11167791	2815	D001606	GPIX | glycoprotein IX	BSS	1	1	0.9854405522	0										
11167791	81890	D001606	TGT	BSS	0	0	0.009920561686	0										
11219777	6817	D001943	SULT1A1 | Sulfotransferase (SULT) 1A1 | Sulfotransferase 1A1	breast cancer	1	1	0.993999362	0										
11219777	6817	D015663	SULT1A1 | Sulfotransferase (SULT) 1A1 | Sulfotransferase 1A1	cohort of postmenopausal Iowa	0	0	0.007338851225	0										
11226630	2918	D005911	Metabotropic glutamate receptor 8 | mGluR8 | metabotropic glutamate receptor 8	gliosis	1	0	0.3936085105	1	1	only							e	The present novel finding of induced expression of mGluR8 in astrocytes APISE suggests that it may be linked to gliosis.
11226630	2918	D013226	Metabotropic glutamate receptor 8 | mGluR8 | metabotropic glutamate receptor 8	status epilepticus	0	1	0.9928526282	1	1			Di	n				0	Metabotropic glutamate receptor 8 in the rat hippocampus after pilocarpine induced status epilepticus.
11226630	759	D005911	CA1	gliosis	0	0	0.007240677252	0										
11226630	759	D013226	CA1	status epilepticus	0	0	0.1398929358	0										
11239195	4846	D002340	NOS 3 | eNOS | endothelial nitric oxide synthase	carotid atherosclerosis	0	1	0.9939326644	1	1		1						e	Homozygosity for Asp298, a common variant of the eNOS gene, is an independent risk factor for carotid atherosclerosis in this study population.
11239195	4846	D006973	NOS 3 | eNOS | endothelial nitric oxide synthase	hypertension	0	1	0.5716254711	1	0									
11239195	4846	D050197	NOS 3 | eNOS | endothelial nitric oxide synthase	atherosclerotic process	1	1	0.9494137764	0										
11244490	348	D000544	APOE | apolipoprotein E	AD | Alzheimer's disease	0	1	0.9885454774	1	0.5	only			n		1	1	e	We obtained no evidence for the possible interactions between the BDNF and apolipoprotein E (APOE) genes, suggesting that the possible effect of the BDNF gene on the development of late-onset AD might be independent of the APOE genotype.
11244490	348	D019636	APOE | apolipoprotein E	neurodegenerative diseases	0	0	0.002735319547	0										
11244490	627	D000544	BDNF | brain-derived neurotrophic factor	AD | Alzheimer's disease	1	1	0.9904862046	0										
11244490	627	D019636	BDNF | brain-derived neurotrophic factor	neurodegenerative diseases	0	0	0.01802254282	0										
11303694	4524	C537357	MTHFR | Methylenetetrahydrofolate reductase | methylenetetrahydrofolate reductase	Methylenetetrahydrofolate reductase T	0	0	0.1165811121	0										
11303694	4524	D002318	MTHFR | Methylenetetrahydrofolate reductase | methylenetetrahydrofolate reductase	cardiovascular disease	0	1	0.9636434913	1	0		1							
11303694	4524	D003324	MTHFR | Methylenetetrahydrofolate reductase | methylenetetrahydrofolate reductase	coronary artery disease	0	0	0.01465202309	0										
11303694	4524	D003920	MTHFR | Methylenetetrahydrofolate reductase | methylenetetrahydrofolate reductase	diabetes mellitus	0	0	0.01292364765	0										
11303694	4524	D006973	MTHFR | Methylenetetrahydrofolate reductase | methylenetetrahydrofolate reductase	hypertension	0	0	0.02095783688	0										
11303694	4524	D009203	MTHFR | Methylenetetrahydrofolate reductase | methylenetetrahydrofolate reductase	premature myocardial infarction	1	1	0.9603817463	0										
11328206	1636	D000544	ACE | angiotensin-converting enzyme	Alzheimer's dementia | Alzheimer's disease	0	1	0.9592172503	1	0			Dr		1			m	Paraoxonase, ACE, and MTHFR polymorphisms were not associated with VD or LOAD
11328206	1636	D003704	ACE | angiotensin-converting enzyme	dementia	0	0	0.01125947293	0										
11328206	1636	D015140	ACE | angiotensin-converting enzyme	vascular dementia	0	0	0.05019047856	0										
11328206	348	D000544	apo E	Alzheimer's dementia | Alzheimer's disease	1	1	0.808814466	0										
11328206	348	D003704	apo E	dementia	0	0	0.00418265909	0										
11328206	348	D015140	apo E	vascular dementia	1	0	0.0153378658	1	1			Dk	n		1	1	m	epsilon4 allele was more frequent in LOAD (17.5%) and VD (13.3%) compared with controls (9.2%), but the difference was not statistically significant.
11328206	4524	D000544	MTHFR | methylenetetrahydrofolate reductase	Alzheimer's dementia | Alzheimer's disease	0	1	0.98454988	1	0					1			m	Paraoxonase, ACE, and MTHFR polymorphisms were not associated with VD or LOAD
11328206	4524	D003704	MTHFR | methylenetetrahydrofolate reductase	dementia	0	0	0.02362857759	0										
11328206	4524	D015140	MTHFR | methylenetetrahydrofolate reductase	vascular dementia	0	0	0.3350259066	0										
11328206	5444	D000544	Paraoxonase | paraoxonase	Alzheimer's dementia | Alzheimer's disease	0	1	0.57044065	1	0					1			m	Paraoxonase, ACE, and MTHFR polymorphisms were not associated with VD or LOAD
11328206	5444	D003704	Paraoxonase | paraoxonase	dementia	0	0	0.00489788875	0										
11328206	5444	D015140	Paraoxonase | paraoxonase	vascular dementia	0	0	0.01540330611	0										
11373419	3929	D018805	LBP | lipopolysaccharide binding protein	lethality of sepsis | sepsis	1	1	0.9945322275	0										
11373419	6690	D018805	PstI	lethality of sepsis | sepsis	0	0	0.02591617964	0										
11373419	671	D018805	BPI | bactericidal/permeability increasing protein	lethality of sepsis | sepsis	1	0	0.4420681894	1	0				S	1			m	The genotype frequencies in the BPI gene did not differ between patients and control individuals.
11378843	2558	D001714	GABRA5	bipolar | bipolar affective disorder | bipolar affective illness | bipolar disorder	1	1	0.9784467816	0										
11378843	2558	D019964	GABRA5	affective disorders	0	0	0.0276556313	0										
11378843	2562	D001714	GABRB3	bipolar | bipolar affective disorder | bipolar affective illness | bipolar disorder	0	1	0.9360753894	1	0					1			e	In conclusion, the GABRB3 CA-repeat polymorphism we investigated does not present the observed association between bipolar affective illness and GABRA5.
11378843	2562	D019964	GABRB3	affective disorders	0	0	0.02177616023	0										
11438180	3123	D009103	HLA DRB1	MS | multiple sclerosis	0	1	0.9886373878	1	0									
11438180	356	D009103	Fas ligand	MS | multiple sclerosis	1	1	0.9902194142	0										
11454514	3630	D003920	insulin	diabetes | diabetic	0	0	0.003436480649	0										
11454514	3630	D003924	insulin	type 2 diabetes mellitus	0	0	0.01438144315	0										
11454514	3630	D009765	insulin	obesity	0	0	0.06782431901	0										
11454514	7421	D003920	VDR | Vitamin D receptor | vitamin D receptor	diabetes | diabetic	0	0	0.01112359203	0										
11454514	7421	D003924	VDR | Vitamin D receptor | vitamin D receptor	type 2 diabetes mellitus	0	1	0.926187396	1	0.5			Dk	n	1	1	1	m	VDR is not a major gene for T2DM in French Caucasians. However, polymorphisms in the VDR gene are associated with the susceptibility to obesity in subjects with early-onset T2DM.
11454514	7421	D009765	VDR | Vitamin D receptor | vitamin D receptor	obesity	1	1	0.9899851084	0										
11470490	146	D006330	alpha1	heart malformations	0	0	0.01310536265	0										
11470490	146	D018636	alpha1	hypoplastic left heart syndrome	0	0	0.03754367679	0										
11470490	2697	D006330	connexin43	heart malformations	0	1	0.9760969877	1	1	only							mbg	Previous results have shown that connexin43 channels are intricately gated by phosphorylation and that disruption of this regulation gives rise to severe heart malformations and defects of laterality in human, chick and frog.
11470490	2697	D018636	connexin43	hypoplastic left heart syndrome	1	1	0.986271143	0										
11502906	1641	C536298	DCX	agyria and pachygyria	0	0	0.005348862149	0										
11502906	1641	D000014	DCX	malformations	0	0	0.003716111649	0										
11502906	1641	D054082	DCX	lissencephaly	0	0	0.02270424552	0										
11502906	1641	D054221	DCX	Classical lissencephaly	0	0	0.01719583012	0	1	only	1						1bg	Classical lissencephaly is a disorder of neuroblast migration with most patients having mutations of either the LIS1 or DCX genes.
11502906	5048	C536298	LIS1	agyria and pachygyria	0	1	0.8216513991	1	1	only, ann d		Dk	n				m	Most patients with lissencephaly secondary to LIS1 mutations have a severe malformation consisting of generalized agyria and pachygyria.
11502906	5048	D000014	LIS1	malformations	0	1	0.9718994498	1	1	ann d			n				e	The authors suggest that the few patients found thus far with missense mutations of LIS1 results from an underascertainment of patients with more subtle malformations and that abnormalities of the LIS1 gene may account for a greater spectrum of neurologic problems in childhood than has previously been appreciated.
11502906	5048	D054082	LIS1	lissencephaly	0	1	0.987778604	1	1		1						0	LIS1 missense mutations cause milder lissencephaly phenotypes including a child with normal IQ.
11502906	5048	D054221	LIS1	Classical lissencephaly	1	0	0.4677972198	1	1	only	1						1bg	Classical lissencephaly is a disorder of neuroblast migration with most patients having mutations of either the LIS1 or DCX genes.
11522684	2353	D007027	c-Fos	hypothalamic	0	0	0.06554929167	0										
11522684	2353	D009765	c-Fos	obese | obesity | obesity onset	0	1	0.7586889267	1	0									
11522684	9607	D007027	CART | Cocaine- and amphetamine-regulated transcript	hypothalamic	0	0	0.07046493143	0										
11522684	9607	D009765	CART | Cocaine- and amphetamine-regulated transcript	obese | obesity | obesity onset	1	1	0.9943911433	0										
11558492	348	D000544	APOE | apolipoprotein E	Alzheimer's disease	1	1	0.9941012263	0										
11558492	348	D058225	APOE | apolipoprotein E	Abeta deposition	0	1	0.5417140722	1	0					1			m	The amount of Abeta deposition was independent of APOE genotype in our cohort.
11558492	351	D000544	Abeta	Alzheimer's disease	0	1	0.8945940733	1	0									
11558492	351	D058225	Abeta	Abeta deposition	0	0	0.004777967464	0										
11578815	4137	C564486	FTDP-17 | microtubule associated protein, tau	parkinsonism linked	0	0	0.01335272845	0										
11578815	4137	D003704	FTDP-17 | microtubule associated protein, tau	dementia	0	0	0.008557124995	0										
11578815	4137	D013494	FTDP-17 | microtubule associated protein, tau	PSP | supranuclear palsy	1	1	0.991963625	0										
11578815	4137	D024801	FTDP-17 | microtubule associated protein, tau	tauopathies	0	0	0.4870464802	0										
11595595	1234	D006679	CCR5 | ccr5	HIV seropositive	0	0	0.1016749963	0										
11595595	1234	D007239	CCR5 | ccr5	infection	0	0	0.01840396598	0										
11595595	1234	D015658	CCR5 | ccr5	HIV-1 infection	1	1	0.7407260537	0										
11668623	5092	D003920	DCoH | DcoH | PCBD | dimerization cofactor of HNF-1	diabetes | diabetes mellitus | diabetic	0	0	0.01069995388	0										
11668623	5092	D003924	DCoH | DcoH | PCBD | dimerization cofactor of HNF-1	type 2 diabetes	1	1	0.9819451571	0										
11668623	5092	D003928	DCoH | DcoH | PCBD | dimerization cofactor of HNF-1	diabetic renal dysfunction	0	0	0.01414613426	0										
11668623	5092	D007674	DCoH | DcoH | PCBD | dimerization cofactor of HNF-1	nephropathy	0	1	0.5605883002	1	0									
11668623	6927	D003920	HNF-1	diabetes | diabetes mellitus | diabetic	0	0	0.002435822971	0										
11668623	6927	D003924	HNF-1	type 2 diabetes	0	0	0.01057199016	0										
11668623	6927	D003928	HNF-1	diabetic renal dysfunction	0	0	0.003181855893	0										
11668623	6927	D007674	HNF-1	nephropathy	0	0	0.006173902657	0										
11668623	6928	D003920	HNF-1beta | MODY5 | TCF2 | hepatocyte nuclear factor-1beta	diabetes | diabetes mellitus | diabetic	0	0	0.01506678294	0										
11668623	6928	D003924	HNF-1beta | MODY5 | TCF2 | hepatocyte nuclear factor-1beta	type 2 diabetes	1	1	0.9802784324	0										
11668623	6928	D003928	HNF-1beta | MODY5 | TCF2 | hepatocyte nuclear factor-1beta	diabetic renal dysfunction	0	0	0.3221828341	0										
11668623	6928	D007674	HNF-1beta | MODY5 | TCF2 | hepatocyte nuclear factor-1beta	nephropathy	0	0	0.4191400111	0										
11675150	1543	D008175	CYP1A1	lung cancer	1	1	0.6430145502	0										
11675150	1571	D008175	CYP2E1	lung cancer	1	1	0.9542853236	0										
11675150	2944	D008175	GSTM1	lung cancer	1	1	0.9942037463	0										
11675150	717	D008175	c2 and 2	lung cancer	0	0	0.01436232217	0										
11712813	7515	D015179	XRCC1	colorectal cancer	1	1	0.993399024	0										
11789558	7421	D000230	VDR | vitamin D receptor	adenocarcinoma	0	0	0.09510445595	0										
11789558	7421	D011471	VDR | vitamin D receptor	aggressive prostate cancer | prostate cancer	1	1	0.9944429994	0										
11819862	3123	D019693	DRB1 | HLA | HLA-DRB1	autoimmune hepatitis	1	1	0.9896887541	0										
11819862	3126	D019693	DR4	autoimmune hepatitis	0	1	0.9213750958	1	1		1	Dk					e	AIH in Chinese is associated with HLA-DR4.
11829455	1672	D029424	beta-defensin-1 | hBD-1	COPD | Chronic obstructive pulmonary disease | chronic obstructive pulmonary disease	1	1	0.9931749701	0										
11829455	1672	D029481	beta-defensin-1 | hBD-1	chronic bronchitis	0	0	0.3080851734	0										
11857065	3123	D001172	DRB1 | HLA-DRB1	RA | Rheumatoid arthritis | rheumatoid arthritis	1	1	0.9946746826	0										
11857576	1621	D001289	DBH | dopamine-beta-hydroxylase	ADHD | Attention-deficit/hyperactivity disorder | attention-deficit/hyperactivity disorder	1	1	0.9937500358	0										
11857576	1621	D001523	DBH | dopamine-beta-hydroxylase	psychiatric disorder	0	0	0.008957498707	0										
11857576	1621	D006948	DBH | dopamine-beta-hydroxylase	hyperactive	0	0	0.0112606464	0										
11857576	1621	D051271	DBH | dopamine-beta-hydroxylase	impulsive symptoms	0	0	0.01002954226	0										
11860278	1812	D004827	D1/D2 receptor	epilepsy | epileptic seizures	0	1	0.6392918229	1	0.5	only		GiDi					1bg	Dopamine (DA), through D1/D2 receptor-mediated signaling, plays a major role in the control of epileptic seizures arising in the limbic system.
11860278	1812	D012640	D1/D2 receptor	seizures	0	0	0.02348145656	0										
11860278	1812	D019636	D1/D2 receptor	neurodegeneration	0	0	0.005993389059	0										
11860278	1812	D020258	D1/D2 receptor	neurotoxicity	0	0	0.004315261263	0										
11860278	1813	D004827	D2R | Dopamine D2 receptor	epilepsy | epileptic seizures	0	0	0.1228047237	0										
11860278	1813	D012640	D2R | Dopamine D2 receptor	seizures	1	1	0.9820076823	0										
11860278	1813	D019636	D2R | Dopamine D2 receptor	neurodegeneration	0	0	0.01022995356	0										
11860278	1813	D020258	D2R | Dopamine D2 receptor	neurotoxicity	0	0	0.0469128266	0										
11860821	183	D006973	AGT | angiotensinogen	hypertension	1	1	0.9247285128	0										
11860821	183	D009101	AGT | angiotensinogen	MM	0	0	0.1630114466	0										
11912155	3283	C537243	HSD3B | HSD3B1	hereditary prostate cancer | hereditary type of prostate cancer	0	0	0.01617209427	0										
11912155	3283	D011471	HSD3B | HSD3B1	prostate cancer | sporadic prostate cancer	1	1	0.9908151627	0										
11912155	3284	C537243	HSD3B2	hereditary prostate cancer | hereditary type of prostate cancer	0	0	0.01199610997	0										
11912155	3284	D011471	HSD3B2	prostate cancer | sporadic prostate cancer	1	1	0.9637457728	0										
11934439	10	D001943	N-acetyltransferases 2 | NAT2	breast cancer	1	1	0.9911252856	0										
11934439	10	D009369	N-acetyltransferases 2 | NAT2	cancer	0	0	0.01417445112	0										
11934439	1543	D001943	CYP1A1	breast cancer	1	1	0.9877581	0										
11934439	1543	D009369	CYP1A1	cancer	0	0	0.003722035559	0										
11934439	2944	D001943	GSTM1	breast cancer	1	1	0.9913595319	0										
11934439	2944	D009369	GSTM1	cancer	0	0	0.02650733292	0										
11934439	2952	D001943	GSTT1	breast cancer	1	1	0.990567863	0										
11934439	2952	D009369	GSTT1	cancer	0	0	0.01524073351	0										
11934439	373156	D001943	glutathione S-transferase	breast cancer	0	1	0.9786449671	1	0									
11934439	373156	D009369	glutathione S-transferase	cancer	0	0	0.002813363215	0										
11940086	19	D003324	ABCA1	coronary artery disease	1	1	0.9921602607	0										
11940086	19	D050197	ABCA1	atherosclerosis	0	1	0.9888472557	1	1		1						e	These data suggest that common variation in non-coding regions of ABCA1 may significantly alter the severity of atherosclerosis, without necessarily influencing plasma lipid levels.
